	target	text	sentiment
2036	LOCATION1	i read somewhere that LOCATION1 and LOCATION2 are zones to avoid due to crime rate and rough areas	-1
2037	LOCATION1	i would maybe look around the LOCATION1 area 	1
2038	LOCATION1	i'd say look around LOCATION1, but stay away from them suburbs and tower blocks	1
2039	LOCATION1	if you 've got the opportunity for cheap or free accommodation there , then go for it LOCATION1 is not necessarily the most sought-after area of London , it  has got a very high south Asian population and loads of shops 	-1
2040	LOCATION1	if you want to live a bit closer towards central London try LOCATION1,  i was brought up there and i loved it	1
2041	LOCATION1	if you're gonna live here , I live in LOCATION1 and it's lovely, very safe, very lively close to everything	1
2042	LOCATION1	is your best bet  Enter your requirements on  am thinking of LOCATION2 and preferably near LOCATION1	1
2043	LOCATION2	is your best bet  Enter your requirements on  am thinking of LOCATION2 and preferably near LOCATION1	1
2044	LOCATION1	n Most of LOCATION1 is fine	1
2045	LOCATION1	or try LOCATION1, has some querky little streets, again make sure they are well lit and be aware if it's dark and you;re on your own	1
2046	LOCATION1	parts of LOCATION2 are ok, LOCATION1 is nice too but dearer	1
2047	LOCATION2	parts of LOCATION2 are ok, LOCATION1 is nice too but dearer	1
2048	LOCATION1	stay away from LOCATION1	-1
2049	LOCATION1	the best are of London is south west  u hav places like LOCATION1 which is relly nice  	1
2050	LOCATION1	the most decent places are  LOCATION2 and LOCATION1	1
2051	LOCATION2	the most decent places are  LOCATION2 and LOCATION1	1
2052	LOCATION1	there are good places in LOCATION1, it is not only a very exciting place to live but there is very good transportation routes available	1
2053	LOCATION2	well, you could try anything in  LOCATION2 area, close to LOCATION1 might be a bit too expensive	1
2054	LOCATION1	you also have really nice areas like LOCATION2 and LOCATION1 	1
2055	LOCATION2	you also have really nice areas like LOCATION2 and LOCATION1 	1
0	cord	I charge it at night and skip taking the cord with me because of the good battery life.	0
1	battery life	I charge it at night and skip taking the cord with me because of the good battery life.	1
2	service center	"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team, which is the retail shop which I bought my netbook from."	-1
3	"""sales"" team"	"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team, which is the retail shop which I bought my netbook from."	-1
4	tech guy	"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team, which is the retail shop which I bought my netbook from."	0
5	quality	it is of high quality, has a killer GUI, is extremely stable, is highly expandable, is bundled with lots of very good applications, is easy to use, and is absolutely gorgeous.	1
6	GUI	it is of high quality, has a killer GUI, is extremely stable, is highly expandable, is bundled with lots of very good applications, is easy to use, and is absolutely gorgeous.	1
7	applications	it is of high quality, has a killer GUI, is extremely stable, is highly expandable, is bundled with lots of very good applications, is easy to use, and is absolutely gorgeous.	1
8	use	it is of high quality, has a killer GUI, is extremely stable, is highly expandable, is bundled with lots of very good applications, is easy to use, and is absolutely gorgeous.	1
9	features	I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!	1
10	iChat	I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!	1
11	Photobooth	I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!	1
12	garage band	I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!	1
13	GUI	One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.	-1
14	screen	One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.	-1
15	power light	One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.	0
16	hard drive light	One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.	-1
17	rubber enclosure	In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).	1
18	edge	In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).	-1
19	multi-touch gestures	However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).	1
20	tracking area	However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).	1
21	external mouse	However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).	0
22	gaming	However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).	0
23	software	When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.	0
24	system	When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.	-1
25	"30"" HD Monitor"	"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!"	1
26	screen	"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!"	0
27	operating system	I love the operating system and the preloaded software.	1
28	preloaded software	I love the operating system and the preloaded software.	1
29	price	The best thing about this laptop is the price along with some of the newer features.	1
30	features	The best thing about this laptop is the price along with some of the newer features.	1
31	Customer Service number	"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"")."	0
32	warranty	"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"")."	-1
33	talking to a technician	"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"")."	-1
34	hard disc	There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.	-1
35	windows	There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.	-1
36	drivers	There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.	0
37	Drivers	Drivers updated ok but the BIOS update froze the system up and the computer shut down.	1
38	BIOS update	Drivers updated ok but the BIOS update froze the system up and the computer shut down.	-1
39	system	Drivers updated ok but the BIOS update froze the system up and the computer shut down.	-1
40	webcam	The fact that you can spend over $100 on just a webcam underscores the value of this machine.	0
41	value	The fact that you can spend over $100 on just a webcam underscores the value of this machine.	1
42	internet	I mainly use it for email, internet, and managing personal files (pics, vids, etc.).	0
43	managing personal files	I mainly use it for email, internet, and managing personal files (pics, vids, etc.).	0
44	charger	Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.	-1
45	hardware	Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.	-1
46	Windows 7	I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.	1
47	VMWare program	I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.	0
48	operating system	It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!	1
49	runs	It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!	1
50	navigate	It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!	1
51	find files	It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!	1
52	memory	We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.	0
53	speed	We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.	1
54	performace	We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.	1
55	hard drive	I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.	-1
56	mother board	I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.	-1
57	external speaker	I am using the external speaker- sound is good.	1
58	sound	I am using the external speaker- sound is good.	1
59	Mac software	Everything is so easy to use, Mac software is just so much simpler than Microsoft software.	1
60	Microsoft software	Everything is so easy to use, Mac software is just so much simpler than Microsoft software.	-1
61	use	Everything is so easy to use, Mac software is just so much simpler than Microsoft software.	1
62	delete  key	And if you do a lot of writing, editing is a problem since there is no  forward delete  key.	-1
63	editing	And if you do a lot of writing, editing is a problem since there is no  forward delete  key.	-1
64	use	Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.	1
65	service	Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.	1
66	phone assistance	Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.	1
67	genius bar	Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.	1
68	battery life	It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.	1
69	battery life	It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.	1
70	gaming	It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.	0
71	movie playing	It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.	0
72	web browsing	It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.	0
73	word editing	It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.	0
74	iMac backup disc	I eventually did the migration from my iMac backup disc which uses USB.	0
75	USB	I eventually did the migration from my iMac backup disc which uses USB.	0
76	Temperatures	Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.	0
77	Core Processing Unit temperatures	Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.	0
78	LG notebook service center	So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.	0
79	hinge	So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.	-1
80	motherboard	After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.	-1
81	motherboard	After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.	0
82	representive at Microsoft	Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.	-1
83	system	Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.	-1
84	XP	Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.	1
85	WIndows 7	I love WIndows 7 which is a vast improvment over Vista.	1
86	Vista	I love WIndows 7 which is a vast improvment over Vista.	-1
87	cooling system	It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.	-1
88	use	It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.	0
89	system	If you really want a bang-up system and don't need to run Windows applications, go with an Apple;	1
90	Windows applications	If you really want a bang-up system and don't need to run Windows applications, go with an Apple;	0
91	weighed	It weighed like seven pounds or something like that.	0
92	seven pounds	It weighed like seven pounds or something like that.	0
93	keys	keys are all in weird places and is way too large for the way it is designed.	-1
94	designed	keys are all in weird places and is way too large for the way it is designed.	-1
95	style	Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.	1
96	speed	Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.	1
97	sales	BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple	1
98	service	BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple	1
99	DELL SUPPORT	BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple	1
100	hard drive	no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.	0
101	motherboard	no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.	0
102	speed	Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.	1
103	construction quality	Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.	1
104	longevity	Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.	1
105	keyboard	"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc."	1
106	keys	"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc."	1
107	"configuration of ""extra key"""	"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc."	1
108	use	It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.	1
109	security	It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.	1
110	use	It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.	-1
111	work	It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.	-1
112	vga port	My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.	1
113	screen	My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.	0
114	volume	I wish the volume could be louder and the mouse didnt break after only a month.	-1
115	mouse	I wish the volume could be louder and the mouse didnt break after only a month.	-1
116	safari	the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.	-1
117	safari	the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.	-1
118	Mozzilla firfox	the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.	1
119	Bluetooth	The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.	-1
120	fingerprint reader driver	The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.	-1
121	software	The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.	-1
122	battery	Great battery, speed, display.	1
123	speed	Great battery, speed, display.	1
124	display	Great battery, speed, display.	1
125	battery life	I've been impressed with the battery life and the performance for such a small amount of memory.	1
126	performance	I've been impressed with the battery life and the performance for such a small amount of memory.	1
127	memory	I've been impressed with the battery life and the performance for such a small amount of memory.	-1
128	applications	It's applications are terrific, including the replacements for Microsoft office.	1
129	Microsoft office	It's applications are terrific, including the replacements for Microsoft office.	1
130	Resolution	they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.	-1
131	appearance	they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.	-1
132	cooling system	they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.	-1
133	graphics card	they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.	-1
134	built-in webcam	I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.	-1
135	built-in mic	I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.	-1
136	cam	I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.	-1
137	mic	I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.	-1
138	board	The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	-1
139	connector	The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	-1
140	power supply	The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	-1
141	warrenty	The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	-1
142	power supply	The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	-1
143	ethernet	My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!	1
144	works	My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!	1
145	software packages	Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.	1
146	iWork	Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.	1
147	GarageBand	Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.	1
148	iMovie	Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.	1
149	screen	The screen is very large and crystal clear with amazing colors and resolution.	1
150	colors	The screen is very large and crystal clear with amazing colors and resolution.	1
151	resolution	The screen is very large and crystal clear with amazing colors and resolution.	1
152	Size	Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.	-1
153	external monitor	Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.	0
154	base installation	Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.	-1
155	software	Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.	-1
156	AMD Turin processor	The AMD Turin processor seems to always perform so much better than Intel.	1
157	Intel	The AMD Turin processor seems to always perform so much better than Intel.	-1
158	start menu	The start menu is not the easiest thing to navigate due to the stacking.	-1
159	navigate	The start menu is not the easiest thing to navigate due to the stacking.	-1
160	screen	The screen is bright and the keyboard is nice;	1
161	keyboard	The screen is bright and the keyboard is nice;	1
162	iLife	But the machine is awesome and iLife is great and I love Snow Leopard X.	1
163	Snow Leopard X	But the machine is awesome and iLife is great and I love Snow Leopard X.	1
164	ports	If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.	0
165	processor	If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.	0
166	price	This laptop is a great price and has a sleek look.	1
167	look	This laptop is a great price and has a sleek look.	1
168	keyboard	I especially like the keyboard which has chiclet type keys.	1
169	keys	I especially like the keyboard which has chiclet type keys.	1
170	processor	The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.	-1
171	computing	The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.	-1
172	protector	I bought a protector for my key pad and it works great :)	0
173	key pad	I bought a protector for my key pad and it works great :)	1
174	XP	It seems they could have updated XP and done without creating Vista.	1
175	Vista	It seems they could have updated XP and done without creating Vista.	-1
176	graphics	It is easy to use, fast and has great graphics for the money.	1
177	use	It is easy to use, fast and has great graphics for the money.	1
178	Mac OS	I like how the Mac OS is so simple and easy to use.	1
179	use	I like how the Mac OS is so simple and easy to use.	1
180	Appleworks	The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.	-1
181	browser	The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.	-1
182	paint	The paint wears off easily due to the keyboard being farther back than usual.	-1
183	keyboard	The paint wears off easily due to the keyboard being farther back than usual.	-1
184	warrenty	The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.	1
185	warrentys	The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.	-1
186	CD drive	They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!	-1
187	running	They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!	-1
188	screen size	But the screen size is not that bad for email and web browsing.	1
189	web browsing	But the screen size is not that bad for email and web browsing.	0
190	software	Once I removed all the software the laptop loads in 15-20 seconds.	-1
191	loads	Once I removed all the software the laptop loads in 15-20 seconds.	0
192	trackpad	On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.	-1
193	external mouse	On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.	0
194	trackpad	On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.	-1
195	features	"Obviously one of the most important features of any computer is the ""human interface."	0
196	human interface	"Obviously one of the most important features of any computer is the ""human interface."	0
197	inbuilt applications	"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did)."	-1
198	Software	"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did)."	-1
199	antivirus software	With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.	0
200	firewall	With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.	0
201	Vista	I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).	-1
202	Vista	I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).	-1
203	operating system	I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).	0
204	Vista	I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).	-1
205	video chat	The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.	-1
206	Fan	Fan vents to the side, so no cooling pad needed, great feature!	1
207	cooling pad	Fan vents to the side, so no cooling pad needed, great feature!	0
208	feature	Fan vents to the side, so no cooling pad needed, great feature!	1
209	power	It has far exceeded my expectations for power, storage, and abilitiy.	1
210	storage	It has far exceeded my expectations for power, storage, and abilitiy.	1
211	abilitiy	It has far exceeded my expectations for power, storage, and abilitiy.	1
212	spotlight search	A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.	1
213	feature	A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.	1
214	wireless system	My wireless system would not recognize Windows 7 and I couldn't get online to find out why.	-1
215	Windows 7	My wireless system would not recognize Windows 7 and I couldn't get online to find out why.	0
216	battery life	Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.	1
217	speed	Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.	1
218	OS	The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!	1
219	OS	The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!	1
220	iTunes	iTunes is a handy music-management program, and it is essential for anyone with an iPod.	1
221	program	iTunes is a handy music-management program, and it is essential for anyone with an iPod.	1
222	Apple support	I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.	1
223	techs	I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.	1
224	graphic power	I need graphic power to run my Adobe Creative apps efficiently.	0
225	Adobe Creative apps	I need graphic power to run my Adobe Creative apps efficiently.	0
226	programs	the programs are esay to use and are quick to process this computer works like a charm.	1
227	use	the programs are esay to use and are quick to process this computer works like a charm.	1
228	Tech support	Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.	1
229	power supply	Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.	-1
230	Windows 7 Ultimate	I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.	-1
231	Bluetooth	I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.	-1
232	Fingerprint reader	I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.	-1
233	software	I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.	-1
234	graphics	With awesome graphics and assuring security, it's perfect!	1
235	security	With awesome graphics and assuring security, it's perfect!	1
236	word processing	I recommend for word processing and internet users.	1
237	internet	I recommend for word processing and internet users.	1
238	spec	A longer battery life would have been great - but it meets it's spec quite easily.	1
239	HD	Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.	1
240	graphics chip	Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.	1
241	components	Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.	1
242	DVD burner	Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.	1
243	price	Like the price and operation.	1
244	operation	Like the price and operation.	1
245	components	This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.	-1
246	ground loop isolator	This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.	0
247	price range	This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.	-1
248	quality	This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.	-1
249	windows 7	I loaded windows 7 via Bootcamp and it works flawlessly!	1
250	Bootcamp	I loaded windows 7 via Bootcamp and it works flawlessly!	1
251	price	Great Laptop for the price, works well with action pack games.	1
252	action pack games	Great Laptop for the price, works well with action pack games.	0
253	works	Great Laptop for the price, works well with action pack games.	1
254	twin packing	The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.	1
255	functions	The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.	1
256	after sales support	So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.	-1
257	look	So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.	1
258	screen	I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.	-1
259	cd drive	I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.	-1
260	games	The games included are very good games.	0
261	games	The games included are very good games.	1
262	value	It's super fast and a great value for the price!	1
263	price	It's super fast and a great value for the price!	1
264	system performance	Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.	-1
265	linux based os	Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.	-1
266	batteries	however, I may have inadvertently thrown out one of the batteries with the shipping carton.	0
267	shipping carton	however, I may have inadvertently thrown out one of the batteries with the shipping carton.	0
268	processor	The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.	1
269	OSX 16	The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.	1
270	graphics	The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.	1
271	hardware	The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.	0
272	software	The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.	0
273	Intel Core processors	I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.	0
274	HDMI port	I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.	0
275	price premium	The price premium is a little much, but when you start looking at the features it is worth the added cash.	-1
276	features	The price premium is a little much, but when you start looking at the features it is worth the added cash.	1
277	usb ports	it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.	0
