	Unnamed: 0	target	text	sentiment	target_text
6053	3997	manager	A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.	-1	A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order. [SEP] manager
4428	2372	bagel	Try the olive cream cheese or the lox spread on a whole wheat everything bagel.	0	Try the olive cream cheese or the lox spread on a whole wheat everything bagel. [SEP] bagel
1643	1643	LOCATION1	I also Lived in LOCATION1 for a while, which is a really nice area, but you had to get a bus to the tube station, which was a pain 	1	I also Lived in LOCATION1 for a while, which is a really nice area, but you had to get a bus to the tube station, which was a pain  [SEP] LOCATION1
2194	138	board	The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	-1	The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues. [SEP] board
4657	2601	menu	The flavors are great, and the menu is extensive.	1	The flavors are great, and the menu is extensive. [SEP] menu
1457	1457	LOCATION1	if you fancy going North try LOCATION1	1	if you fancy going North try LOCATION1 [SEP] LOCATION1
1127	1127	LOCATION1	i found LOCATION1 a fantastic area with a real bohemian vibe plenty of markets and cool bars to drink at	1	i found LOCATION1 a fantastic area with a real bohemian vibe plenty of markets and cool bars to drink at [SEP] LOCATION1
1510	1510	LOCATION2	 I only know about LOCATION1, most people prefer LOCATION2, but that's because they are trendy and I'm not	1	 I only know about LOCATION1, most people prefer LOCATION2, but that's because they are trendy and I'm not [SEP] LOCATION2
4700	2644	filet	Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.	1	Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared. [SEP] filet
1918	1918	LOCATION1	My mum lives  in LOCATION1, which is quite a nice, relatively safe area, and rents a gorgeous 1 bed flat for 650 per month	1	My mum lives  in LOCATION1, which is quite a nice, relatively safe area, and rents a gorgeous 1 bed flat for 650 per month [SEP] LOCATION1
1772	1772	LOCATION1	LOCATION1 is a complete dump	-1	LOCATION1 is a complete dump [SEP] LOCATION1
1072	1072	LOCATION1	Well i've never lived anywhere quite as trendy as LOCATION2 but i live in LOCATION1 now which is really friendly and really clean	1	Well i've never lived anywhere quite as trendy as LOCATION2 but i live in LOCATION1 now which is really friendly and really clean [SEP] LOCATION1
1786	1786	LOCATION1	LOCATION1 is a very chilled place, much better to go out there than in LOCATION2 	1	LOCATION1 is a very chilled place, much better to go out there than in LOCATION2  [SEP] LOCATION1
5204	3148	wait	Food was good not great not worth the wait or another visit	-1	Food was good not great not worth the wait or another visit [SEP] wait
4321	2265	quality of food	all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.	1	all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it. [SEP] quality of food
2472	416	windows xp	although its windows vista compared to windows xp sucks.	1	although its windows vista compared to windows xp sucks. [SEP] windows xp
2803	747	features	It is absolutely horrible to use, despite all its so called advanced features.	-1	It is absolutely horrible to use, despite all its so called advanced features. [SEP] features
4706	2650	cheeseburger	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	1	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm. [SEP] cheeseburger
985	985	LOCATION1	The LOCATION1 is very nice these days a probably the most desirable place in London	1	The LOCATION1 is very nice these days a probably the most desirable place in London [SEP] LOCATION1
2843	787	track pad	The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!	1	The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple! [SEP] track pad
312	312	LOCATION1	Forget LOCATION1 and the whole of LOCATION2	-1	Forget LOCATION1 and the whole of LOCATION2 [SEP] LOCATION1
3559	1503	price	Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.	1	Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them. [SEP] price
163	163	LOCATION1	 You will struggle to find something  affordable in a desirable area of LOCATION1 	1	 You will struggle to find something  affordable in a desirable area of LOCATION1  [SEP] LOCATION1
1469	1469	LOCATION1	you'll LOVE LOCATION1	1	you'll LOVE LOCATION1 [SEP] LOCATION1
1728	1728	LOCATION1	If you mean in NW London, I would highly recommend LOCATION1	1	If you mean in NW London, I would highly recommend LOCATION1 [SEP] LOCATION1
5182	3126	dumplings	We could have made a meal of the yummy dumplings from the dumpling menu.	1	We could have made a meal of the yummy dumplings from the dumpling menu. [SEP] dumplings
5613	3557	avocado	Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.	-1	Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick. [SEP] avocado
2121	65	service	Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.	1	Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat. [SEP] service
1850	1850	LOCATION1	LOCATION1 is really quite nice , LOCATION2 is really , really not	1	LOCATION1 is really quite nice , LOCATION2 is really , really not [SEP] LOCATION1
1181	1181	LOCATION1	All in all LOCATION1 one of the better suburbs of London though can be expensive	1	All in all LOCATION1 one of the better suburbs of London though can be expensive [SEP] LOCATION1
2374	318	twin packing	The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.	1	The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great. [SEP] twin packing
4208	2152	crust	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!	1	Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread! [SEP] crust
3369	1313	Features	Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor	0	Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor [SEP] Features
4732	2676	jalapeno-lime olive oil	Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.	1	Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness. [SEP] jalapeno-lime olive oil
493	493	LOCATION1	If it is n't too expensive LOCATION1 would be a good bet as well	1	If it is n't too expensive LOCATION1 would be a good bet as well [SEP] LOCATION1
4708	2652	food	While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.	1	While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window. [SEP] food
1135	1135	LOCATION1	i would sway towards LOCATION1	1	i would sway towards LOCATION1 [SEP] LOCATION1
5703	3647	wine list	The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.	-1	The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be. [SEP] wine list
78	78	LOCATION2	 I think LOCATION2 gets a raw deal because it's close to some dodgy areas like LOCATION1,  but actually it's alright, a bit of a hidden gem in fact	1	 I think LOCATION2 gets a raw deal because it's close to some dodgy areas like LOCATION1,  but actually it's alright, a bit of a hidden gem in fact [SEP] LOCATION2
121	121	LOCATION1	 LOCATION1 is gorgeous and has the blend of uber rich and middle class , v	1	 LOCATION1 is gorgeous and has the blend of uber rich and middle class , v [SEP] LOCATION1
3355	1299	keyboard	Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.	-1	Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare. [SEP] keyboard
871	871	LOCATION2	LOCATION2, LOCATION1 are bith very nice :)	1	LOCATION2, LOCATION1 are bith very nice :) [SEP] LOCATION2
4045	1989	bruschettas	The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.	1	The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating. [SEP] bruschettas
4535	2479	stuff	NO more reservations, expensive tips and annoying stuff.	1	NO more reservations, expensive tips and annoying stuff. [SEP] stuff
762	762	LOCATION1	LOCATION1 is the trendiest place in the capital and completely shed the old image Thinking of moving to London	1	LOCATION1 is the trendiest place in the capital and completely shed the old image Thinking of moving to London [SEP] LOCATION1
4952	2896	selection	The buffet had a nice selection.	1	The buffet had a nice selection. [SEP] selection
5921	3865	stuff	Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.	1	Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff. [SEP] stuff
4922	2866	drinks	I highly recommend visiting this restaurant and having dinner and drinks!	1	I highly recommend visiting this restaurant and having dinner and drinks! [SEP] drinks
2653	597	screen size	Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.	-1	Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot. [SEP] screen size
101	101	LOCATION1	 LOCATION1  is so nice	1	 LOCATION1  is so nice [SEP] LOCATION1
2550	494	Linux	(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.	0	(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable. [SEP] Linux
3230	1174	command prompt	The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.	-1	The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all. [SEP] command prompt
1794	1794	LOCATION1	LOCATION1 is beautiful , lots of parks n green around there	1	LOCATION1 is beautiful , lots of parks n green around there [SEP] LOCATION1
680	680	LOCATION1	LOCATION1 is good	1	LOCATION1 is good [SEP] LOCATION1
5825	3769	price	The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.	-1	The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever. [SEP] price
4101	2045	fresh tomatoes	The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.	1	The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp. [SEP] fresh tomatoes
186	186	LOCATION1	 not all LOCATION1 is nice  	-1	 not all LOCATION1 is nice   [SEP] LOCATION1
482	482	LOCATION1	I'm mounique I'm 14 and live in LOCATION1 in London, It is a deprived area and high in crime, there is massive gangs around who cause trouble	-1	I'm mounique I'm 14 and live in LOCATION1 in London, It is a deprived area and high in crime, there is massive gangs around who cause trouble [SEP] LOCATION1
5528	3472	mussels in spicy tomato sauce	The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.	1	The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries. [SEP] mussels in spicy tomato sauce
5093	3037	seafood	Great selection of wine, and seafood.	1	Great selection of wine, and seafood. [SEP] seafood
5820	3764	dish	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	1	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura. [SEP] dish
5068	3012	plain slice	The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.	1	The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places. [SEP] plain slice
1171	1171	LOCATION1	"well i live in LOCATION1 and it has a really great mix of greenery plus ""townlife"" and i would really recommend it"	1	"well i live in LOCATION1 and it has a really great mix of greenery plus ""townlife"" and i would really recommend it [SEP] LOCATION1"
3376	1320	Applications	, Applications respond immediately (not like the tired MS applications).	1	, Applications respond immediately (not like the tired MS applications). [SEP] Applications
4898	2842	Lobster Bisque	My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.	1	My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque. [SEP] Lobster Bisque
842	842	LOCATION2	LOCATION2 and LOCATION1 might be a good place	1	LOCATION2 and LOCATION1 might be a good place [SEP] LOCATION2
826	826	LOCATION2	LOCATION2 and LOCATION1 are both decently pleasant 	1	LOCATION2 and LOCATION1 are both decently pleasant  [SEP] LOCATION2
3594	1538	Dal Bukhara	and yes Dal Bukhara is so dam good and so are all the kababs.	1	and yes Dal Bukhara is so dam good and so are all the kababs. [SEP] Dal Bukhara
4725	2669	portions	The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.	-1	The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor. [SEP] portions
2580	524	use	It made the computer much easier to use and navigate.	1	It made the computer much easier to use and navigate. [SEP] use
1414	1414	LOCATION1	The best places would be LOCATION2, LOCATION1	1	The best places would be LOCATION2, LOCATION1 [SEP] LOCATION1
354	354	LOCATION1	I also went to see LOCATION1 but it's a bit run down and doesn't look so nice either	1	I also went to see LOCATION1 but it's a bit run down and doesn't look so nice either [SEP] LOCATION1
5307	3251	wine list	If anyones has doubt of not knowing enough about wines,please check their wine list.	1	If anyones has doubt of not knowing enough about wines,please check their wine list. [SEP] wine list
4515	2459	price	Delicious food at a great price but do not go here on a cold day and sit by the front door.	1	Delicious food at a great price but do not go here on a cold day and sit by the front door. [SEP] price
5646	3590	Lobster Bisque	I had Lobster Bisque it has 2 oz. of Maine Lobster in it.	1	I had Lobster Bisque it has 2 oz. of Maine Lobster in it. [SEP] Lobster Bisque
2668	612	price	I thought the price was great for the specs.	1	I thought the price was great for the specs. [SEP] price
4753	2697	money	This little place definitely exceeded my expectations and you sure get a lot of food for your money.	1	This little place definitely exceeded my expectations and you sure get a lot of food for your money. [SEP] money
3731	1675	atmosphere	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.	1	Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere. [SEP] atmosphere
4547	2491	portions	The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.	1	The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people. [SEP] portions
3587	1531	Sea Bass	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.	1	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck. [SEP] Sea Bass
5722	3666	space	There is actually space to breathe and the decor sets the tone for an intimate dinner.	1	There is actually space to breathe and the decor sets the tone for an intimate dinner. [SEP] space
5165	3109	Halibut	The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.	-1	The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor. [SEP] Halibut
5891	3835	glass of wine	I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!	0	I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place! [SEP] glass of wine
413	413	LOCATION1	I really only know to stay away from LOCATION1 and LOCATION2	-1	I really only know to stay away from LOCATION1 and LOCATION2 [SEP] LOCATION1
6010	3954	air conditioning	The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.	-1	The service was mediocre, and the lack of air conditioning made for a less than comfortable meal. [SEP] air conditioning
3984	1928	food	The food was very good, a great deal, and the place its self was great.	1	The food was very good, a great deal, and the place its self was great. [SEP] food
422	422	LOCATION2	I think LOCATION1/LOCATION2 is a great area	1	I think LOCATION1/LOCATION2 is a great area [SEP] LOCATION2
4186	2130	sushi	if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).	1	if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side). [SEP] sushi
779	779	LOCATION1	LOCATION1 on the other hand, now thats alot more up-class	1	LOCATION1 on the other hand, now thats alot more up-class [SEP] LOCATION1
2983	927	battery life	I love its solid build, light wt and excellent battery life (for now).	1	I love its solid build, light wt and excellent battery life (for now). [SEP] battery life
234	234	LOCATION1	Another nice little town close to LOCATION2 is LOCATION1	1	Another nice little town close to LOCATION2 is LOCATION1 [SEP] LOCATION1
2749	693	OSX	and it comes with the new OSX that comes with new features that makes the use more easy.	1	and it comes with the new OSX that comes with new features that makes the use more easy. [SEP] OSX
271	271	LOCATION1	Basically yes there are places to that are leafy and fairly quiet but no where will ever be as quiet as outside London LOCATION1 is okay	1	Basically yes there are places to that are leafy and fairly quiet but no where will ever be as quiet as outside London LOCATION1 is okay [SEP] LOCATION1
2444	388	extended warranty	They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.	0	They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore. [SEP] extended warranty
2197	141	warrenty	The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	-1	The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues. [SEP] warrenty
3630	1574	Ambiance	Ambiance and music funky, which I enjoy.	1	Ambiance and music funky, which I enjoy. [SEP] Ambiance
688	688	LOCATION1	LOCATION1 is great if you need to get somewhere like Victroia , lambeth or Surrey	1	LOCATION1 is great if you need to get somewhere like Victroia , lambeth or Surrey [SEP] LOCATION1
5101	3045	noodles with ground beef	I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.	1	I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways. [SEP] noodles with ground beef
1064	1064	LOCATION2	Try, LOCATION1 or LOCATION2	1	Try, LOCATION1 or LOCATION2 [SEP] LOCATION2
4551	2495	main courses	The appetizers are just OK and the main courses were decidedly subpar.	-1	The appetizers are just OK and the main courses were decidedly subpar. [SEP] main courses
3924	1868	servers	The portions are large and the servers always surprise us with a different starter.	1	The portions are large and the servers always surprise us with a different starter. [SEP] servers
1985	1985	LOCATION1	The worst areas are the LOCATION2 LOCATION1 - In my opinion the worst part of London	-1	The worst areas are the LOCATION2 LOCATION1 - In my opinion the worst part of London [SEP] LOCATION1
1096	1096	LOCATION1	You have been sadly misinformed about LOCATION1 , it is fantastic	1	You have been sadly misinformed about LOCATION1 , it is fantastic [SEP] LOCATION1
1107	1107	LOCATION1	You would be better off looking at places around LOCATION1 maybe	1	You would be better off looking at places around LOCATION1 maybe [SEP] LOCATION1
6000	3944	appetizers	For appetizers, I recommend the shrimp fritters and dumplings.	0	For appetizers, I recommend the shrimp fritters and dumplings. [SEP] appetizers
3721	1665	service	It's really also the service, is good and the waiters are friendly.	1	It's really also the service, is good and the waiters are friendly. [SEP] service
2608	552	performance	Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.	-1	Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work. [SEP] performance
5135	3079	shows	I loved everythig about it-especially the shows and actors.	1	I loved everythig about it-especially the shows and actors. [SEP] shows
2844	788	track pad	The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!	1	The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple! [SEP] track pad
1156	1156	LOCATION1	right near the shithole which is LOCATION2  LOCATION1 is quite nice 	1	right near the shithole which is LOCATION2  LOCATION1 is quite nice  [SEP] LOCATION1
3806	1750	seafood dishes	Went there and had a combination of different seafood dishes and appetizers.	0	Went there and had a combination of different seafood dishes and appetizers. [SEP] seafood dishes
5631	3575	Lemon grass chicken	I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.	1	I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go. [SEP] Lemon grass chicken
5633	3577	food	The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.	1	The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more. [SEP] food
2228	172	protector	I bought a protector for my key pad and it works great :)	0	I bought a protector for my key pad and it works great :) [SEP] protector
1025	1025	LOCATION1	There are some nice areas around LOCATION1 near Brunel University 	1	There are some nice areas around LOCATION1 near Brunel University  [SEP] LOCATION1
410	410	LOCATION1	I rather like LOCATION1	1	I rather like LOCATION1 [SEP] LOCATION1
5357	3301	money	Besides, when you have bad service, that's less money you have to tip.	-1	Besides, when you have bad service, that's less money you have to tip. [SEP] money
2239	183	keyboard	The paint wears off easily due to the keyboard being farther back than usual.	-1	The paint wears off easily due to the keyboard being farther back than usual. [SEP] keyboard
577	577	LOCATION1	LOCATION1 doesnt really have much to do in the day time  its a dump, tbh	-1	LOCATION1 doesnt really have much to do in the day time  its a dump, tbh [SEP] LOCATION1
890	890	LOCATION1	Loads of good neighbourhoods - I live in LOCATION1, used to live in LOCATION2 and adore both places	1	Loads of good neighbourhoods - I live in LOCATION1, used to live in LOCATION2 and adore both places [SEP] LOCATION1
5629	3573	desserts	in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.	-1	in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse. [SEP] desserts
2440	384	left mouse key	Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.	-1	Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it. [SEP] left mouse key
2086	30	features	The best thing about this laptop is the price along with some of the newer features.	1	The best thing about this laptop is the price along with some of the newer features. [SEP] features
1777	1777	LOCATION1	LOCATION1 is a great little spot of countryside	1	LOCATION1 is a great little spot of countryside [SEP] LOCATION1
58	58	LOCATION1	 Areas such as LOCATION1 and LOCATION2 are near the MI and either tube lines and are very nice areas, semi-rural in parts	1	 Areas such as LOCATION1 and LOCATION2 are near the MI and either tube lines and are very nice areas, semi-rural in parts [SEP] LOCATION1
469	469	LOCATION1	I'd recommend LOCATION1 - you should be able to get, a least, a reasonably sized studio, or one-bedroom flat for that price around there	1	I'd recommend LOCATION1 - you should be able to get, a least, a reasonably sized studio, or one-bedroom flat for that price around there [SEP] LOCATION1
98	98	LOCATION1	 LOCATION1  has become a very popular area in London and is quite expensive	1	 LOCATION1  has become a very popular area in London and is quite expensive [SEP] LOCATION1
3210	1154	monitor	But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.	0	But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video. [SEP] monitor
2007	2007	LOCATION1	Yes LOCATION1 is a nice suburb of LOCATION1	1	Yes LOCATION1 is a nice suburb of LOCATION1 [SEP] LOCATION1
1761	1761	LOCATION1	LOCATION1 can be a nice area - near the cemetery is good , but maybe too expensive for you	1	LOCATION1 can be a nice area - near the cemetery is good , but maybe too expensive for you [SEP] LOCATION1
2259	203	operating system	I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).	0	I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system). [SEP] operating system
5516	3460	food	I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.	1	I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices. [SEP] food
41	41	LOCATION1	  The area South of LOCATION1  is also good	1	  The area South of LOCATION1  is also good [SEP] LOCATION1
5523	3467	priced	The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.	1	The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced. [SEP] priced
2993	937	keyboard	The keyboard is like no other laptop keyboard.	0	The keyboard is like no other laptop keyboard. [SEP] keyboard
2052	2052	LOCATION1	there are good places in LOCATION1, it is not only a very exciting place to live but there is very good transportation routes available	1	there are good places in LOCATION1, it is not only a very exciting place to live but there is very good transportation routes available [SEP] LOCATION1
3557	1501	server	Our server checked on us maybe twice during the entire meal.	-1	Our server checked on us maybe twice during the entire meal. [SEP] server
4819	2763	prices	Service was decent, but not as smooth as I would expect from a place with these prices and reputation.	-1	Service was decent, but not as smooth as I would expect from a place with these prices and reputation. [SEP] prices
5129	3073	meal	(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.	0	(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine. [SEP] meal
620	620	LOCATION1	LOCATION1 is a great place to stay	1	LOCATION1 is a great place to stay [SEP] LOCATION1
1732	1732	LOCATION1	In fact you do n't live too far from where my boyfriend lives LOCATION1 is inbetween , its nice because its close to the thames , and very central	1	In fact you do n't live too far from where my boyfriend lives LOCATION1 is inbetween , its nice because its close to the thames , and very central [SEP] LOCATION1
793	793	LOCATION1	LOCATION1 was mentioned - sorry but I do not believe that it is a good area 	-1	LOCATION1 was mentioned - sorry but I do not believe that it is a good area  [SEP] LOCATION1
2358	302	Features	Features like the font are very block-like and old school.	-1	Features like the font are very block-like and old school. [SEP] Features
1321	1321	LOCATION2	LOCATION1 is great; not so much the other parts of LOCATION2	-1	LOCATION1 is great; not so much the other parts of LOCATION2 [SEP] LOCATION2
2224	168	keyboard	I especially like the keyboard which has chiclet type keys.	1	I especially like the keyboard which has chiclet type keys. [SEP] keyboard
2141	85	WIndows 7	I love WIndows 7 which is a vast improvment over Vista.	1	I love WIndows 7 which is a vast improvment over Vista. [SEP] WIndows 7
4719	2663	bartender	(Always ask the bartender for the SEASONAL beer!!!	0	(Always ask the bartender for the SEASONAL beer!!! [SEP] bartender
662	662	LOCATION1	LOCATION1 is becoming more popular so isn't so cheap these days	1	LOCATION1 is becoming more popular so isn't so cheap these days [SEP] LOCATION1
308	308	LOCATION1	Even then avoid LOCATION1,LOCATION2 	-1	Even then avoid LOCATION1,LOCATION2  [SEP] LOCATION1
4117	2061	pork belly	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).	-1	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience). [SEP] pork belly
1910	1910	LOCATION2	Most of LOCATION1 and LOCATION2 are now bad areas for binge drinking and drugs	-1	Most of LOCATION1 and LOCATION2 are now bad areas for binge drinking and drugs [SEP] LOCATION2
4965	2909	filets	$160 for 2 filets, 2 sides, an appetizer and drinks.	0	$160 for 2 filets, 2 sides, an appetizer and drinks. [SEP] filets
3547	1491	food	The atmosphere is unheralded, the service impecible, and the food magnificant.	1	The atmosphere is unheralded, the service impecible, and the food magnificant. [SEP] food
3629	1573	beverage manager	And Kruno, the beverage manager is the best bartender I have yet to come across.	1	And Kruno, the beverage manager is the best bartender I have yet to come across. [SEP] beverage manager
2094	38	BIOS update	Drivers updated ok but the BIOS update froze the system up and the computer shut down.	-1	Drivers updated ok but the BIOS update froze the system up and the computer shut down. [SEP] BIOS update
3413	1357	power supply	Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.	-1	Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply. [SEP] power supply
4834	2778	oysters	I didn't take a look at the rest menu, but the oysters were fantastic.	1	I didn't take a look at the rest menu, but the oysters were fantastic. [SEP] oysters
256	256	LOCATION1	As you earn more you can then decide more positively where to live when you start earning more Any where but LOCATION1, its rough and dangerous	-1	As you earn more you can then decide more positively where to live when you start earning more Any where but LOCATION1, its rough and dangerous [SEP] LOCATION1
