	Unnamed: 0	target	text	sentiment	target_text
1013	1013	LOCATION1	Then finally I moved to LOCATION1 in LOCATION2 which was cheap but I personally didnt like it there	-1	Then finally I moved to LOCATION1 in LOCATION2 which was cheap but I personally didnt like it there [SEP] LOCATION1
2353	297	Windows 7 Home Premium	Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;	0	Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap; [SEP] Windows 7 Home Premium
738	738	LOCATION1	LOCATION1 is pretty nice , I thought	1	LOCATION1 is pretty nice , I thought [SEP] LOCATION1
5595	3539	main course	The main course had an average portion, and was decent overall.	1	The main course had an average portion, and was decent overall. [SEP] main course
1121	1121	LOCATION2	but i really like LOCATION1 and LOCATION2 as well	1	but i really like LOCATION1 and LOCATION2 as well [SEP] LOCATION2
1258	1258	LOCATION2	Ideally in LOCATION2 / LOCATION1, although rest of London is cool	1	Ideally in LOCATION2 / LOCATION1, although rest of London is cool [SEP] LOCATION2
5756	3700	serving	Winnie and her staff are the best crew you can find serving you.	1	Winnie and her staff are the best crew you can find serving you. [SEP] serving
4417	2361	bar	Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.	0	Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar. [SEP] bar
972	972	LOCATION2	South east  I'd say LOCATION1 and LOCATION2	1	South east  I'd say LOCATION1 and LOCATION2 [SEP] LOCATION2
1186	1186	LOCATION2	Although there are nice sections of LOCATION2 with great amenities, LOCATION1 seems to be the up and coming nicer areas	1	Although there are nice sections of LOCATION2 with great amenities, LOCATION1 seems to be the up and coming nicer areas [SEP] LOCATION2
4918	2862	seat	You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.	1	You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it. [SEP] seat
3097	1041	firewire cable system	There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.	-1	There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook. [SEP] firewire cable system
147	147	LOCATION1	 LOCATION2 is fine , not much happens there , LOCATION1 is SW London is better in every conceivable way	1	 LOCATION2 is fine , not much happens there , LOCATION1 is SW London is better in every conceivable way [SEP] LOCATION1
364	364	LOCATION2	I don't really know the areas, but I just read online that LOCATION1 and LOCATION2 are very bad and violent areas	-1	I don't really know the areas, but I just read online that LOCATION1 and LOCATION2 are very bad and violent areas [SEP] LOCATION2
4846	2790	bar	It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...	0	It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar... [SEP] bar
1252	1252	LOCATION1	I'd prefer somewhere like LOCATION1	1	I'd prefer somewhere like LOCATION1 [SEP] LOCATION1
3066	1010	iLife software	The iLife software that comes with the computer is so simple to use and produces a great finished product.	1	The iLife software that comes with the computer is so simple to use and produces a great finished product. [SEP] iLife software
944	944	LOCATION1	Overall the west London area of LOCATION1 and LOCATION2 is a nice residential area	1	Overall the west London area of LOCATION1 and LOCATION2 is a nice residential area [SEP] LOCATION1
2055	2055	LOCATION2	you also have really nice areas like LOCATION2 and LOCATION1 	1	you also have really nice areas like LOCATION2 and LOCATION1  [SEP] LOCATION2
2423	367	games	Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.	0	Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows. [SEP] games
4309	2253	hand-crafted beers	So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.	1	So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers. [SEP] hand-crafted beers
676	676	LOCATION1	LOCATION1 is full of BNP and jobless people	-1	LOCATION1 is full of BNP and jobless people [SEP] LOCATION1
897	897	LOCATION1	Lovely leafy LOCATION1	1	Lovely leafy LOCATION1 [SEP] LOCATION1
2971	915	internal hard disk	Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.	0	Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk. [SEP] internal hard disk
4142	2086	food art	Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.	1	Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art. [SEP] food art
681	681	LOCATION1	LOCATION1 is good , its underneath a building and there is a 7 set and lots of hubbas and banks	1	LOCATION1 is good , its underneath a building and there is a 7 set and lots of hubbas and banks [SEP] LOCATION1
2829	773	grafics card	/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...	1	/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen... [SEP] grafics card
776	776	LOCATION1	LOCATION1 itself has a good feel with lots of young people and trendy street cafes and bars etc with reasonably priced property	1	LOCATION1 itself has a good feel with lots of young people and trendy street cafes and bars etc with reasonably priced property [SEP] LOCATION1
1275	1275	LOCATION1	LOCATION1  is fine and I never had any trouble	1	LOCATION1  is fine and I never had any trouble [SEP] LOCATION1
5905	3849	scallops	I really like both the scallops and the mahi mahi (on saffron risotto-yum!).	1	I really like both the scallops and the mahi mahi (on saffron risotto-yum!). [SEP] scallops
2907	851	Windows XP drivers	That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.	-1	That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out. [SEP] Windows XP drivers
5279	3223	food	The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	-1	The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like. [SEP] food
1968	1968	LOCATION2	Take a look at LOCATION1,  or LOCATION2  	1	Take a look at LOCATION1,  or LOCATION2   [SEP] LOCATION2
3978	1922	egg custards	A few tips: skip the turnip cake, roast pork buns and egg custards.	-1	A few tips: skip the turnip cake, roast pork buns and egg custards. [SEP] egg custards
5169	3113	food	The view is spectacular, and the food is great.	1	The view is spectacular, and the food is great. [SEP] food
3523	1467	service	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	1	Fabulous service, fantastic food, and a chilled out atmosphere and environment. [SEP] service
2287	231	Bluetooth	I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.	-1	I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load. [SEP] Bluetooth
692	692	LOCATION1	LOCATION1 is inbetween, its nice because its close to the thames, and very central	1	LOCATION1 is inbetween, its nice because its close to the thames, and very central [SEP] LOCATION1
2018	2018	LOCATION1	You could try researching LOCATION2 and places near it like LOCATION1	1	You could try researching LOCATION2 and places near it like LOCATION1 [SEP] LOCATION1
4923	2867	bar	The bar is very well stocked with interesting beers and well priced wines.	1	The bar is very well stocked with interesting beers and well priced wines. [SEP] bar
1838	1838	LOCATION1	LOCATION1 is one of the nicer areas and has good access by the underground into central London , it 's mostly occupied by commuters so it 's even more expensive	1	LOCATION1 is one of the nicer areas and has good access by the underground into central London , it 's mostly occupied by commuters so it 's even more expensive [SEP] LOCATION1
2903	847	edge	The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).	-1	The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists). [SEP] edge
2143	87	cooling system	It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.	-1	It had a cooling system malfunction after 10 minutes of general use, and would not move past this error. [SEP] cooling system
1904	1904	LOCATION2	LOL enjoy the triggers LOCATION1 is a lovely place btw  Go to LOCATION2	1	LOL enjoy the triggers LOCATION1 is a lovely place btw  Go to LOCATION2 [SEP] LOCATION2
5245	3189	serves	The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.	1	The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce. [SEP] serves
4982	2926	butter	The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.	1	The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth. [SEP] butter
1318	1318	LOCATION1	LOCATION1 is good	1	LOCATION1 is good [SEP] LOCATION1
3254	1198	run	The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.	1	The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly. [SEP] run
1426	1426	LOCATION1	Time out market guide~ LOCATION1 is becoming quite a good place to stay	1	Time out market guide~ LOCATION1 is becoming quite a good place to stay [SEP] LOCATION1
323	323	LOCATION1	Generally, I would not recommend LOCATION1, unless have really BIG budget 	-1	Generally, I would not recommend LOCATION1, unless have really BIG budget  [SEP] LOCATION1
3726	1670	ambience	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	1	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service. [SEP] ambience
4465	2409	cod	We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.	0	We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner. [SEP] cod
189	189	LOCATION1	 places such as LOCATION1, which is south London are up and coming areas, that have quite a few council homes and nice area, it is very close to the London centre, only a few tube stops	1	 places such as LOCATION1, which is south London are up and coming areas, that have quite a few council homes and nice area, it is very close to the London centre, only a few tube stops [SEP] LOCATION1
3460	1404	Windows Server Enterprise 2003	We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.	0	We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise. [SEP] Windows Server Enterprise 2003
4613	2557	lunch	The food was very expensive (we spent $160 for lunch for two) but extremely tasty.	-1	The food was very expensive (we spent $160 for lunch for two) but extremely tasty. [SEP] lunch
4390	2334	wait-staff	With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.	-1	With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care. [SEP] wait-staff
3927	1871	take-out pizza	This is one great place to eat pizza more out but not a good place for take-out pizza.	-1	This is one great place to eat pizza more out but not a good place for take-out pizza. [SEP] take-out pizza
3737	1681	brunch	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	0	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was. [SEP] brunch
3371	1315	Battery Life	Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor	1	Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor [SEP] Battery Life
4974	2918	food	The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.	1	The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food. [SEP] food
5859	3803	food	The service was excellent, the food was excellent, but the entire experience was very cool.	1	The service was excellent, the food was excellent, but the entire experience was very cool. [SEP] food
5212	3156	potato pancakes	The menu has lots of options: I hope to go back to try those potato pancakes.	1	The menu has lots of options: I hope to go back to try those potato pancakes. [SEP] potato pancakes
3181	1125	keyboard	I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.	1	I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used. [SEP] keyboard
4371	2315	vegtables	Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.	1	Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables. [SEP] vegtables
2047	2047	LOCATION2	parts of LOCATION2 are ok, LOCATION1 is nice too but dearer	1	parts of LOCATION2 are ok, LOCATION1 is nice too but dearer [SEP] LOCATION2
5518	3462	prices	I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.	1	I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices. [SEP] prices
6080	4024	rice	Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.	0	Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles. [SEP] rice
1835	1835	LOCATION1	LOCATION1 is ok but aint that expensive well I dunno if your rich or not	1	LOCATION1 is ok but aint that expensive well I dunno if your rich or not [SEP] LOCATION1
2495	439	graphics	It has plenty of memory, lots of hard drive, and great graphics.	1	It has plenty of memory, lots of hard drive, and great graphics. [SEP] graphics
3515	1459	dinner	This is a consistently great place to dine for lunch or dinner.	0	This is a consistently great place to dine for lunch or dinner. [SEP] dinner
4698	2642	music	We ate out in the back patio, which is worth it as it's cool and the music is hear well there.	1	We ate out in the back patio, which is worth it as it's cool and the music is hear well there. [SEP] music
6074	4018	foods	From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.	1	From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food. [SEP] foods
3090	1034	Garageband	Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.	0	Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level. [SEP] Garageband
4534	2478	tips	NO more reservations, expensive tips and annoying stuff.	1	NO more reservations, expensive tips and annoying stuff. [SEP] tips
6077	4021	pot of boiling water	Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.	0	Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles. [SEP] pot of boiling water
589	589	LOCATION1	LOCATION1 has quite an `` arty '' and bohemian reputation these days	1	LOCATION1 has quite an `` arty '' and bohemian reputation these days [SEP] LOCATION1
3718	1662	ambiance	The service, wine selection, ambiance are all outstanding and deserve recognition.	1	The service, wine selection, ambiance are all outstanding and deserve recognition. [SEP] ambiance
1938	1938	LOCATION1	Other areas to consider are LOCATION1 (North London) or LOCATION2 (South London), you're in zone 2 there	1	Other areas to consider are LOCATION1 (North London) or LOCATION2 (South London), you're in zone 2 there [SEP] LOCATION1
4313	2257	bagels	While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.	0	While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city. [SEP] bagels
5197	3141	pesto pizza	The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.	1	The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before. [SEP] pesto pizza
5784	3728	goat cheese	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	1	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent. [SEP] goat cheese
62	62	LOCATION1	 Avoid LOCATION1 - nice place to go out but it's a bit rough (highest assault rate in London)	-1	 Avoid LOCATION1 - nice place to go out but it's a bit rough (highest assault rate in London) [SEP] LOCATION1
1854	1854	LOCATION1	LOCATION1 is the most-upmarket area , former chic-cool spot turned , getting edgier ( cooler ) as you move up to Ladbroke Grove	1	LOCATION1 is the most-upmarket area , former chic-cool spot turned , getting edgier ( cooler ) as you move up to Ladbroke Grove [SEP] LOCATION1
1092	1092	LOCATION2	You could stay in somewhere crap like  LOCATION2 or you could live  somewhere like LOCATION1 where it is cheaper to live 	-1	You could stay in somewhere crap like  LOCATION2 or you could live  somewhere like LOCATION1 where it is cheaper to live  [SEP] LOCATION2
2333	277	usb ports	it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.	0	it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion. [SEP] usb ports
1635	1635	LOCATION2	Further out, LOCATION2 is very genteel with lots of beautiful shops, LOCATION1 and is very leafy	1	Further out, LOCATION2 is very genteel with lots of beautiful shops, LOCATION1 and is very leafy [SEP] LOCATION2
513	513	LOCATION1	In general , LOCATION1 is a good choice , do some more research and you might be able to find a good house share or a 1 bed flat too for a decent rental price	1	In general , LOCATION1 is a good choice , do some more research and you might be able to find a good house share or a 1 bed flat too for a decent rental price [SEP] LOCATION1
3796	1740	food	The food is great, service is ok.	1	The food is great, service is ok. [SEP] food
123	123	LOCATION1	 LOCATION1 is in my opinion is alot nicer than LOCATION1	1	 LOCATION1 is in my opinion is alot nicer than LOCATION1 [SEP] LOCATION1
2351	295	use	It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.	1	It was very easy to just pick up and use-- It did not take long to get used to the Mac OS. [SEP] use
885	885	LOCATION1	Like with LOCATION1, property with a LOCATION2 postcode is not terribly overpriced, because it's widely perceived not to be a fashionable area	-1	Like with LOCATION1, property with a LOCATION2 postcode is not terribly overpriced, because it's widely perceived not to be a fashionable area [SEP] LOCATION1
2848	792	Appleworks	First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.	-1	First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all. [SEP] Appleworks
2996	940	drivers/applications DVD	Every driver on the drivers/applications DVD is everything you will need for a reload.	1	Every driver on the drivers/applications DVD is everything you will need for a reload. [SEP] drivers/applications DVD
4196	2140	dance floor	After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.	1	After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY. [SEP] dance floor
1694	1694	LOCATION1	I would consider areas around LOCATION1 and LOCATION2	1	I would consider areas around LOCATION1 and LOCATION2 [SEP] LOCATION1
2599	543	windows 7	Good keyboard, long battery life, largest hard drive and windows 7.	1	Good keyboard, long battery life, largest hard drive and windows 7. [SEP] windows 7
2674	618	boot up	Very fast boot up and shut down.	1	Very fast boot up and shut down. [SEP] boot up
5707	3651	space	Despite the fact that the space is large, they've overcrowded the floor with tables.	1	Despite the fact that the space is large, they've overcrowded the floor with tables. [SEP] space
3767	1711	man	The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).	-1	The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around). [SEP] man
3410	1354	shipping	Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!	-1	Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer! [SEP] shipping
573	573	LOCATION1	LOCATION1 area is probably my favorite part of the area as it has a village like setting	1	LOCATION1 area is probably my favorite part of the area as it has a village like setting [SEP] LOCATION1
1946	1946	LOCATION1	Personally I'd opt for LOCATION1, there are more people in your boat  you can travel into LOCATION1 easily 	1	Personally I'd opt for LOCATION1, there are more people in your boat  you can travel into LOCATION1 easily  [SEP] LOCATION1
2752	696	KEYS	EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.	-1	EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED. [SEP] KEYS
1289	1289	LOCATION1	LOCATION1 in the North, not too far from LOCATION2, has good schools and is a really nice pocket of London	1	LOCATION1 in the North, not too far from LOCATION2, has good schools and is a really nice pocket of London [SEP] LOCATION1
3735	1679	eggs benedict	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	-1	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was. [SEP] eggs benedict
3885	1829	wine list	The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.	1	The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises. [SEP] wine list
132	132	LOCATION1	 LOCATION1 is very cheap compared to any where else but I have been warned not to go there	-1	 LOCATION1 is very cheap compared to any where else but I have been warned not to go there [SEP] LOCATION1
2650	594	speakers	The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.	-1	The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard. [SEP] speakers
5873	3817	portion sizes	The portion sizes here are huge, and the sushi is good.	1	The portion sizes here are huge, and the sushi is good. [SEP] portion sizes
2350	294	Mac OS	It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.	1	It was very easy to just pick up and use-- It did not take long to get used to the Mac OS. [SEP] Mac OS
5451	3395	table	It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.	-1	It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up. [SEP] table
3082	1026	mother board	This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.	-1	This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times. [SEP] mother board
5721	3665	lunch	They are served with a free appetizer and the portions are perfect for lunch.	0	They are served with a free appetizer and the portions are perfect for lunch. [SEP] lunch
925	925	LOCATION1	Not all of LOCATION1 is bad 	1	Not all of LOCATION1 is bad  [SEP] LOCATION1
5673	3617	oysters	All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.	1	All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best. [SEP] oysters
3394	1338	cords	Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.	-1	Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction. [SEP] cords
5882	3826	summer rolls	Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!	1	Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over! [SEP] summer rolls
94	94	LOCATION1	 I've lived in the LOCATION1 for years and I love it - I wouldn't want to live anywhere else	1	 I've lived in the LOCATION1 for years and I love it - I wouldn't want to live anywhere else [SEP] LOCATION1
4202	2146	bacon	But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.	-1	But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars. [SEP] bacon
2187	131	appearance	they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.	-1	they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc. [SEP] appearance
3490	1434	eat family style	My suggestion is to eat family style because you'll want to try the other dishes.	1	My suggestion is to eat family style because you'll want to try the other dishes. [SEP] eat family style
3170	1114	Microsoft Office apps	It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.	1	It works great for general internet use, Microsoft Office apps, home bookkeeping, etc. [SEP] Microsoft Office apps
4585	2529	bartender	Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.	1	Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis. [SEP] bartender
3488	1432	selection of meats and seafoods	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.	1	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods. [SEP] selection of meats and seafoods
799	799	LOCATION1	LOCATION1's a very nice area,  you've got tube, trains and buses all there, all facilities 	1	LOCATION1's a very nice area,  you've got tube, trains and buses all there, all facilities  [SEP] LOCATION1
5669	3613	surroundings	Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).	1	Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms). [SEP] surroundings
861	861	LOCATION2	LOCATION2 is nice family area , LOCATION1 is also lovely ( it is near Hampton Court ) You ca n't really pick areas of London that are ` safe ' all the time	1	LOCATION2 is nice family area , LOCATION1 is also lovely ( it is near Hampton Court ) You ca n't really pick areas of London that are ` safe ' all the time [SEP] LOCATION2
2830	774	LED backlit screen	/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...	1	/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen... [SEP] LED backlit screen
3656	1600	space	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.	-1	A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees. [SEP] space
3566	1510	fish dishes	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.	1	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups. [SEP] fish dishes
115	115	LOCATION1	 LOCATION1 is a pleasent , up-market , vibrant , cosmopolitan , young professional area	1	 LOCATION1 is a pleasent , up-market , vibrant , cosmopolitan , young professional area [SEP] LOCATION1
4748	2692	waiter	The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).	1	The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour). [SEP] waiter
5736	3680	entree	Three page wine menu, one page entree and horedevous.	1	Three page wine menu, one page entree and horedevous. [SEP] entree
5210	3154	price	Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.	1	Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant. [SEP] price
4594	2538	atmosphere	Good, dark atmosphere and the music is a nice touch.	1	Good, dark atmosphere and the music is a nice touch. [SEP] atmosphere
2217	161	keyboard	The screen is bright and the keyboard is nice;	1	The screen is bright and the keyboard is nice; [SEP] keyboard
1250	1250	LOCATION1	I wouldn't even visit never mind live in LOCATION1 personally speaking	-1	I wouldn't even visit never mind live in LOCATION1 personally speaking [SEP] LOCATION1
1935	1935	LOCATION1	Or you could try LOCATION1, but I would start with LOCATION2  	1	Or you could try LOCATION1, but I would start with LOCATION2   [SEP] LOCATION1
693	693	LOCATION1	LOCATION1 is just heaven I 'm really confused right now	1	LOCATION1 is just heaven I 'm really confused right now [SEP] LOCATION1
3649	1593	food	The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	-1	The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could. [SEP] food
3625	1569	house salad	Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.	1	Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine. [SEP] house salad
3357	1301	screen	Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.	-1	Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare. [SEP] screen
81	81	LOCATION1	 I would say with the massive increase in supply around the area, and the amount of security they have LOCATION1 is your best bet  Don't waste your money	1	 I would say with the massive increase in supply around the area, and the amount of security they have LOCATION1 is your best bet  Don't waste your money [SEP] LOCATION1
4067	2011	open faced cheese sandwich	I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!	0	I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere! [SEP] open faced cheese sandwich
